2ちゃんねる	にチャンネル
意地汙い	いじきたない
意地汚い	いじきたない
意地汚ない	いじきたない
意地盡く	いじずく
意地穢い	いじきたない
意外なめぐり合い	いがいなめぐりあい
意張る	いばる
意張る	えばる
意志の強い	いしのつよい
意思が強い	いしがつよい
意气が揚がる	いきがあがる
意气に燃える	いきにもえる
意气地がない	いくじがない
意气地が惡い	いきじがわるい
意气天を衝く	いきてんをつく
意气相投ず	いきあいとうず
意气込む	いきごむ
意気がる	いきがる
意気ごむ	いきごむ
意気地が無い	いくじがない
意気地のない	いくじのない
意気張り尽く	いきはりずく
意気込む	いきごむ
意氣がる	いきがる
意氣が揚がる	いきがあがる
意氣に燃える	いきにもえる
意氣地がない	いくじがない
意氣地が惡い	いきじがわるい
意氣天を衝く	いきてんをつく
意氣張り盡く	いきはりずく
意氣相投ず	いきあいとうず
意氣込む	いきごむ
意義付ける	いぎづける
意義深い	いぎぶかい
意表を突く	いひょうをつく
意見がましい	いけんがましい
意見を吐く	いけんをはく
意見を持つ	いけんをもつ
意見を言う	いけんをいう
意見を述べる	いけんをのべる
意識が戻る	いしきがもどる
意識が高い	いしきがたかい
意識もうろう	いしきもうろう
意識をかえる	いしきをかえる
意識を回復する	いしきをかいふくする
意識を変える	いしきをかえる
意識を失う	いしきをうしなう
愕く	おどろく
愚かしい	おろかしい
愚しい	おろかしい
愚にもつかない	ぐにもつかない
愚にもつかぬ	ぐにもつかぬ
愚る	おる
愚公山を移す	ぐこうやまをうつす
愚図つく	ぐずつく
愚図る	ぐずる
愚圖つく	ぐずつく
愚圖る	ぐずる
愚痴っぽい	ぐちっぽい
愚痴っぽい	グチっぽい
愚痴っぽい	ぐちっぽい
愚痴る	ぐちる
愚痴をこぼす	ぐちをこぼす
愚痴を溢す	ぐちをこぼす
愚痴を零す	ぐちをこぼす
愚癡っぽい	ぐちっぽい
愚癡っぽい	グチっぽい
愚癡る	ぐちる
愚癡をこぼす	ぐちをこぼす
愛々しい	あいあいしい
愛い	うい
愛きょう	あいきょう
愛きょう	あいぎょう
愛きょうをふりまく	あいきょうをふりまく
愛きょうを振りまく	あいきょうをふりまく
愛く	はしけく
愛くるしい	あいくるしい
愛くろしい	あいくろしい
愛しい	いとしい
愛しがる	いとしがる
愛しがる	うつくしがる
愛しがる	かなしがる
愛しがる	うつくしがる
愛しむ	うつくしむ
愛しらしい	いとしらしい
愛し合う	あいしあう
愛し愛される	あいしあいされる
愛す	あいす
愛する	あいする
愛づ	めず
愛づ	めづ
愛づ	めず
愛づ	めづ
愛でたい	めでたい
愛でやぐ	めでやぐ
愛でる	めでる
愛で惑ふ	めでまどう
愛で揺する	めでゆする
愛で搖する	めでゆする
愛で痴る	めでしる
愛で覆る	めでくつがえる
愛に飢える	あいにうえる
愛は惜しみなく与う	あいはおしみなくあたう
愛は惜しみなく奪う	あいはおしみなくうばう
愛は惜しみなく與う	あいはおしみなくあたう
愛ぶ	あいぶ
愛らしい	あいらしい
愛嬌らしい	あいきょうらしい
愛嬌を振りまく	あいきょうをふりまく
愛嬌を振り撒く	あいきょうをふりまく
愛嬌付く	あいきょうづく
愛嬌笑い	あいきょうわらい
愛想が尽きる	あいそがつきる
愛想もこそも尽き果てる	あいそもこそもつきはてる
愛想も小想も尽き果てる	あいそもこそもつきはてる
愛想を尽かす	あいそをつかす
愛想を振りまく	あいそをふりまく
愛想を振り撒く	あいそをふりまく
愛想を盡かす	あいそをつかす
愛想笑い	あいそうわらい
愛想笑い	あいそわらい
愛想良く	あいそよく
愛愛しい	あいあいしい
愛憎相半ばする	あいぞうあいなかばする
愛敬らしい	あいきょうらしい
愛敬付く	あいぎょうづく
愛敬付合い	あいきょうづきあい
愛敬笑い	あいきょうわらい
愛着がわく	あいちゃくがわく
愛着が湧く	あいちゃくがわく
感きわまる	かんきわまる
感く	かまく
感ける	かまける
感じがする	かんじがする
感じとる	かんじとる
感じやすい	かんじやすい
感じる	かんじる
感じ入る	かんじいる
感じ取る	かんじとる
感じ悪い	かんじわるい
感じ易い	かんじやすい
感ず	かんず
感ずる	かんずる
感付く	かんづく
感情にはしる	かんじょうにはしる
感情に走る	かんじょうにはしる
感情に赱る	かんじょうにはしる
感情を害する	かんじょうをがいする
感情を殺す	かんじょうをころす
感慨深い	かんがいぶかい
感謝知らず	かんしゃしらず
感慨深い	かんがいぶかい
愧じる	はじる
愧づ	はず
愬える	うったえる
愼ましい	つつましい
愼み深い	つつしみぶかい
愼む	つつしむ
愼む	つつむ
愼莫に負えぬ	しんまくにおえぬ
慄く	おののく
慇懃を通じる	いんぎんをつうじる
慇懃を通ずる	いんぎんをつうずる
慈しぶ	いつくしぶ
慈しぶ	うつくしぶ
慈しむ	いつくしむ
慈しむ	うつくしむ
慈姑づる	くわいづる
慈悲深い	じひぶかい
慊らない	あきたらない
慊りない	あきたりない
慊りる	あきたりる
慊る	あきたる
慊る	あきだる
態がましい	わざとがましい
態とがましい	わざとがましい
態とぶ	わざとぶ
態とめく	わざとめく
態とらしい	わざとらしい
態ぶ	わざとぶ
態らしい	わざとらしい
態度が大きい	たいどがおおきい
態度をとる	たいどをとる
態度を取る	たいどをとる
慌しい	あわただしい
慌ただしい	あわただしい
慌つ	あわつ
慌てふためく	あわてふためく
慌てる	あわてる
慌てる乞食はもらいが少ない	あわてるこじきはもらいがすくない
慌てる乞食は貰いが少ない	あわてるこじきはもらいがすくない
慌てんぼう	あわてんぼう
慎ましい	つつましい
慎まる	つつしまる
慎み深い	つつしみぶかい
慎む	つつしむ
慎深い	つつしみぶかい
慎重を期する	しんちょうをきする
慕い寄る	したいよる
慕う	したう
慕す	しのはす
慕ふ	しのふ
慕ぶ	しのぶ
慕わしい	したわしい
慘い	むごい
慘たらしい	むごたらしい
慘らしい	むごらしい
慙じる	はじる
慙づ	はず
慙愧に堪えない	ざんきにたえない
慙無い	ざんない
慚じる	はじる
慚愧に堪えない	ざんきにたえない
慚無い	ざんない
慢くすむ	まんじくすむ
慢じくすむ	まんじくすむ
慢じる	まんじる
慢ずる	まんずる
慣す	ならす
慣らい	ならい
慣らう	ならう
慣らす	ならす
慣る	なる
慣れっこになる	なれっこになる
慣れる	なれる
慣れ親しむ	なれしたしむ
慣わす	ならわす
慣習に従う	かんしゅうにしたがう
慥かむ	たしかむ
慥かめる	たしかめる
慨する	がいする
慮る	おもんばかる
慮る	おもんぱかる
慰する	いする
慰む	なぐさむ
慰める	なぐさめる
慰め侘ぶ	なぐさめわぶ
慰め合う	なぐさめあう
慰もる	なぐさもる
慳がる	やふさがる
慳がる	やぶさがる
慶す	けいす
慶する	けいする
慶ぶ	よろこぶ
憂い	うい
憂い	うれい
憂い	うい
憂い	うれい
憂いもなく	うれいもなく
憂い悩む	うれいなやむ
憂う	うりょう
憂う	うれう
憂うつ	ゆううつ
憂える	うれえる
憂き住まい	うきずまい
憂き目を見る	うきめをみる
憂き目を見る	うきめ
憂き身をやつす	うきみをやつす
憂き身を窶す	うきみをやつす
憂く	うけく
憂けく	うけく
憂さを晴らす	うさをはらす
憂ふ	うりょう
憂ふ	うれう
憂ふ	うれふ
憂わしい	うれわしい
憇い	いこい
憇う	いこう
憎々しい	にくにくしい
憎い	にくい
憎からず	にくからず
憎からず思う	にくからずおもう
憎がる	にくがる
憎しみあう	にくしみあう
憎しみ合う	にくしみあう
憎しむ	にくしむ
憎たらしい	にくたらしい
憎っくい	にっくい
憎っこい	にっこい
憎まれっ子世にはばかる	にくまれっこよにはばかる
憎まれっ子世に憚る	にくまれっこよにはばかる
憎まれる	にくまれる
憎み合い	にくみあい
憎み合う	にくみあう
憎む	にくむ
憎めない	にくめない
憎らしい	にくらしい
憎憎しい	にくにくしい
憐がる	あわれがる
憐れっぽい	あわれっぽい
憐れぶ	あわれぶ
憐れむ	あわれむ
憑かる	つかる
憑かれる	つかれる
憑く	つく
憑の祝い	たのむのいわい
憑の祝い	たのむのいわい
憑む	たのむ
憖い	なまじい
憖じい	なまじい
憙の字の祝い	きのじのいわい
憙の祝い	きのいわい
憙ばしい	よろこばしい
憙ばす	よろこばす
憙ばせる	よろこばせる
憙び勈む	よろこびいさむ
憙ぶ	よろこぶ
憙ぼふ	よろこぼう
憚らない	はばからない
憚る	はばかる
憤る	いきどおる
憤る	むずかる
憤る	むつかる
憤る	いきどおる
憤る	むずかる
憤る	むつかる
憤ろしい	いきどおろしい
憤懣やる方ない	ふんまんやるかたない
憧らす	あくがらす
憧る	あくがる
憧れる	あくがれる
憧れる	あこがれる
憧れ步く	あくがれありく
憧れ歩く	あくがれありく
憧憬れる	あこがれる
憩い	いこい
憩う	いこう
憩ふ	いこのう
憬る	あこがる
憬れる	あこがれる
憶う	おもう
憶える	おぼえる
憾む	うらむ
懇がる	ねんごろがる
懇になる	ねんごろになる
懇ろがる	ねんごろがる
懇ろになる	ねんごろになる
懇ろ切る	ねんごろきる
懇意になる	こんいになる
懈い	たゆい
懈い	たるい
懈い	だるい
懈い	ダルい
懈い	だるい
應える	いらえる
應える	こたえる
應じる	おうじる
應ず	おうず
應ずる	おうずる
應ふ	いらう
應ふ	こたう
應ゆ	こたゆ
應接に暇がない	おうせつにいとまがない
懊れる	じれる
懐う	おもう
懐かしい	なつかしい
懐かしぶ	なつかしぶ
懐かしむ	なつかしむ
懐がる	ゆかしがる
懐が寂しい	ふところがさびしい
懐が暖い	ふところがあたたかい
懐が暖かい	ふところがあたたかい
懐が暖かい	ふところがあったかい
懐が暖かい	ふところがあたたかい
懐が淋しい	ふところがさびしい
懐が深い	ふところがふかい
懐く	いだく
懐く	なつく
懐ける	なずける
懐ける	なつける
懐こい	なつこい
懐しい	なつかしい
懐しい	ゆかしい
懐しい	なつかしい
懐しい	ゆかしい
懐しがる	ゆかしがる
懐っこい	なつっこい
懐に入る	ふところにはいる
懐の深い	ふところのふかい
懐を痛める	ふところをいためる
懐を肥やす	ふところをこやす
懲らしむ	こらしむ
懲らしめる	こらしめる
懲らす	こらす
懲りない	こりない
懲りないやつ	こりないやつ
懲りる	こりる
懲る	こる
懲ろす	ころす
懶い	ものうい
懶い	ものぐさい
懶い	ものうい
懶い	ものぐさい
懶く	なまく
懶ける	なまける
懸かる	かかる
懸く	かく
懸けず	かけず
懸ける	かける
懸け出す	かけだす
